electr_supervise_no,id,province,city,right_city,location,data_source_url,bd_lat,bd_lon,tdt_lat,tdt_lonflag
"650100000","fa4c526f7b7648aebf42dd357846bcfe","新疆维吾尔","乌鲁木齐市","乌鲁木齐市","魏户滩路                     红山路                         人民路                        经二路","http://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fa4c526f7b7648aebf42dd357846bcfe",0.000000,0.000000,43.848160,87.287176,0
