electr_supervise_no,id,province,city,right_city,location,data_source_url,bd_lat,bd_lon,tdt_lat,tdt_lonflag
"4113022015B00135","b3bd6607-27fb-49f8-9bbd-4f755d8a96ae","河南省","南阳市","南阳市","张衡路以南，规划区间路以北，南都路以西,区间路以东，南阳市宛城区老庄社区新闻中心以西区域(A组团地块三)；","http://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b3bd6607-27fb-49f8-9bbd-4f755d8a96ae",0.000000,0.000000,33.019562,112.576168,0
