electr_supervise_no,id,province,city,right_city,location,data_source_url,bd_lat,bd_lon,tdt_lat,tdt_lonflag
"2114212008B00079","1d3a2eb2-aef5-4d96-8e5e-8397e9dbd65c","辽宁省","葫芦岛市","葫芦岛市","绥中镇中心小学坐落于绥中镇内西街,兴隆小学坐落于绥中镇新兴街,第三初级中学坐落于城内东街","http://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=1d3a2eb2-aef5-4d96-8e5e-8397e9dbd65c",0.000000,0.000000,40.338420,120.332288,0
