electr_supervise_no,id,province,city,right_city,location,data_source_url,bd_lat,bd_lon,tdt_lat,tdt_lonflag
"3711212014B05897","7f1f2dc1-6384-489b-8236-5cafb772265e","山东省","日照市","日照市","高泽镇秦家庄村,洪凝街道吕公堂村,洪凝街道东郭村,洪凝街道郭村店子村,洪凝街道孙家岭村,洪凝街道西郭村","http://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7f1f2dc1-6384-489b-8236-5cafb772265e",0.000000,0.000000,35.740560,119.204624,0
