province,city,district,bd_lon,tdt_lat,bd_lat,tdt_lon,location,id
北京市,北京市,房山区,116.12432425520586,39.6503,39.67967476206239,116.06176,房山区窦店镇亚新路17号,07d172f6-1adb-428e-b89d-3dae678f4972
北京市,北京市,东城区,116.41433913486351,39.89856,39.946363763584415,116.41916,东城区寿比胡同1号3号,4ab45ec8-4cd7-4021-a26f-9fd006321163
北京市,北京市,通州区,116.66341535785384,39.89992,39.916017122432365,116.682184,北京市通州区运河核心区III-10地块F3其它类多功能用地,fed7023e-695f-4d07-a62f-38586ab7005c
