id,province,city,district,location,bd_lat,bd_lon,tdt_lat,tdt_lon,status
7b894dc5-8945-4a5f-9453-3c95bfe121db,北京市,北京市,顺义区,自西向东经十一农场 四农场后 向南经五农场 十里海过境。（其中在四农场开设支线，经三农场向东，经一农场后，向南止于曹妃甸生态城。）,0.0,0.0,40.031908,116.674488,0
7cf0aef9-a207-46c7-99cc-a82c026cb443,北京市,北京市,大兴区,宗地位于康济路东侧，团结街北侧，具体四至：东至国有建设用地，南至团结街，西至红寺堡天气雷达观测站，北至国有建设用地。,0.0,0.0,39.694544,116.520624,0
99e4f9fa-2196-4fed-a426-31c61c9351d0,北京市,北京市,门头沟区,丽水南城缙青路（东三路）和富岭路（南七路）交叉路口西北侧(丽水水阁工业区9-3-4地块),0.0,0.0,39.944908,115.931976,0
3ad10a14-ae1e-46d6-83a7-c431a428ba8f,北京市,北京市,海淀区,南浔城东分区CD-04-02-03L-2地块（位于南浔城东分区，基地西侧为规划商业居住用地，东侧为香草园路，南 北侧为规划河道）,0.0,0.0,39.99632,116.308432,0
8d2ac30f-413d-4f23-baa3-c98f8e572f74,北京市,北京市,朝阳区,A地块：西至城南污水处理厂 东至长江南路 南至空地 北至滨江公园二期用地，B地块：西至A地块 东至长江南路 南至A地块 北至A地块,0.0,0.0,39.988688,116.449592,0
bca43224-0a18-4b33-837c-8cbb37d749dc,北京市,北京市,顺义区,沧州临港经济技术开发区西区，北至国有空地，南至支二路，西至经五路，东至北京恩泽嘉事制药有限公司用地。,0.0,0.0,40.029416,116.674536,0
6568cf9e-b17f-40f0-a739-8615948a4970,北京市,北京市,平谷区,成都市天府新区正兴街道凉风顶村三 四组，兴隆街道宝塘村六组（成都科学城范围内，环湖路北侧 科学城北路南侧）,0.0,0.0,40.158344,117.308216,0
f922fa67-cee5-437e-941c-4fad7713a924,北京市,北京市,丰台区,北京市丰台区花乡四合庄（中关村科技园丰台园东区三期）1516-28-B地块B4综合性商业金融服务业用地,0.0,0.0,39.86728,116.272848,0
91ea58a8-8b18-4784-851e-9384803e8f99,北京市,北京市,大兴区,北京市大兴区庞各庄镇PGZ01-04　PGZ01-0５用地（原庞各庄镇镇区改造项目１号地部分地块）Ｆ３其他类多功能　Ｆ２公建混合住宅用地．,0.0,0.0,39.711556,116.281272,0
68304a69-226e-4f21-a69f-f36ed7800bef,北京市,北京市,大兴区,费城街道十里铺村 费县车管所南侧，东至十里铺（原北十里铺）村土地，南至十里铺（原北十里铺）村土地，西至十里铺（原北十里铺）村土地，北至十里铺（原北十里铺）村土地,0.0,0.0,39.477808,116.322376,0
0420f086-056a-4e0e-ba62-a99f583f2aa3,北京市,北京市,朝阳区,北京市朝阳区将台乡驼房营村1016-34 36 40 41地块F2公建混合住宅用地 A33基础教育用地 R2二类居住用地 U12供电用地,0.0,0.0,39.977292,116.497064,0
2f7ba371-e6c8-447b-8121-02c38720339f,北京市,北京市,门头沟区,北京市门头沟区龙泉镇MC00-0003-0026等地块B1商业用地 F1住宅混合公建用地及A33基础教育用地（原门头沟区城子大街国有资源整合改造升级地块）,0.0,0.0,39.93908,116.095128,0
962e7754-4ec0-4cf7-a9d8-5e11a131e0a9,北京市,北京市,密云区,密云县十里堡镇双井村北侧MY00-0204-L002 6006 L001地块二类居住 基础教育 机构养老设施用地（配建“限价商品住房”）,0.0,0.0,40.36822,116.834384,0
6027fd09-bc50-4b6e-a0e3-3f1e0d928bb8,北京市,北京市,昌平区,昌平区北七家镇（未来科技城南区）CP07-0600-0008 0011 0016 0017 0018 0020 0021地块F3其它类用地项目,0.0,0.0,40.11644,116.417936,0
3058f019-501e-4b51-ac9e-0df594fa3865,北京市,北京市,海淀区,上虞经济开发区受让方原厂区范围内，东临直江，，西至东二路，北至人民西路，南侧为梁巷村村民住宅区,0.0,0.0,40.056164,116.312488,0
bcce1556-fcf9-4684-9c8f-a285952003dd,北京市,北京市,000反查无结果,麦积区花牛镇肖家庄商贸城片区，范围为东至天水大剧院项目，南至成纪大道，西至秦州区玉泉镇孙家坪村现状空地，北至天水时代广场酒店有限公司（详见规划条件表附图）,0.0,0.0,0.0,0.0,0
1529089a-69d5-41e8-ac5d-b9f54b66601e,北京市,北京市,海淀区,"秦州区成纪大道（天水蓝天果菜有限责任公司片区），范围为北至巷道, 西至天水功茂食品有限公司, 东至甘肃金万达房地产有限公司,南至成纪大道（详见规划条件表附图）",0.0,0.0,39.912032,116.26732,0
0e91f067-0b95-4451-87b4-00704fcbb57e,北京市,北京市,大兴区,费县费城街道办事处西王庄村，东至正源路，南至西王庄村土地，西至西王庄村土地，北至温河东路,0.0,0.0,39.654624,116.245232,0
ea114976-2966-48f0-bb2c-9fe390933167,北京市,北京市,西城区,垦利街道办新安村土地以南 垦利街道办寿山村土地以北 垦利街道办新安村土地 国有土地以东 垦利街道办新安村土地以西,0.0,0.0,39.940388,116.365776,0
2eb2a315-6925-4059-a6d2-af7f4937b0f3,北京市,北京市,大兴区,费县费城街道办事处西王庄村，东至政府储备用地，南至体育路，西至体育路，北至温和东路,0.0,0.0,39.654624,116.245232,0
71b5d6f8-f886-4bc4-9769-4da09b0b44d2,北京市,北京市,房山区,垦利区水利局土地以南 山东垦利石化集团有限公司土地以北 山东垦利石化集团有限公司土地以东 垦利街道办新安村土地以西,0.0,0.0,39.7313,116.11612,0
1c6e1ee3-47d0-4e8a-a37d-dda268c290f8,北京市,北京市,延庆区,东部新城核心区原商务会展发展区北侧，西靠杨木碶河，北临新杨木碶河，东临河清路，南以会展路为界,0.0,0.0,40.4599,115.97516,0
b2b36b8b-464e-4aaf-a12a-dc74386569ca,北京市,北京市,东城区,高新区万福办事处，东邻中华路社区耕地，南邻中华路社区耕地和天池社区耕地，西邻天池社区耕地和黄张社区耕地，北邻中华路社区耕地和黄张社区耕地,0.0,0.0,39.88718,116.402288,0
e2617a8c-a449-426d-931f-c3671baf410a,北京市,北京市,通州区,牡丹区吴店镇 高庄镇，东邻高项庄行政村沟渠 高项庄行政村耕地，南邻高项庄行政村耕地 赵楼行政村耕地，西邻赵楼行政村耕地 高项庄行政村耕地 高项庄行政村沟渠，北邻261国道 赵楼行政村耕地 高项庄行政村耕地,0.0,0.0,39.97446,116.6884,0
6cfcae5e-9d36-414e-ba2f-6493554b72f5,北京市,北京市,朝阳区,位于龙城大街以南范家堡村，四至北至范家堡村城中村改造133工程用地地块9，东至体育南路，西至范家堡村城中村改造133工程用地地块11，南至规划路。,0.0,0.0,39.8923,116.501008,0
