electr_supervise_no,id,province,city,district,location,bd_lat,bd_lon,tdt_lat,tdt_lon,status
1101002012B17655,07d172f6-1adb-428e-b89d-3dae678f4972,北京市,北京市,房山区,房山区窦店镇亚新路17号,39.679675,116.124324,39.6503,116.06176,1
1101002013B03863,4ab45ec8-4cd7-4021-a26f-9fd006321163,北京市,北京市,东城区,东城区寿比胡同1号3号,39.946364,116.414339,39.89856,116.41916,1
1101002013B03875,fed7023e-695f-4d07-a62f-38586ab7005c,北京市,北京市,通州区,北京市通州区运河核心区III-10地块F3其它类多功能用地,39.916017,116.663415,39.89992,116.682184,1
1101002013B04333,8b28ca20-59f0-44ac-9de4-84522af0cbe9,北京市,北京市,海淀区,海淀区苏家坨镇北清路,40.088265,116.189529,40.086488,116.268936,1
1101002015B00034,7ccb440f-3a28-4eb9-9022-6169853bd8dc,北京市,北京市,门头沟区,门头沟区龙泉镇高家园地区(2号地)MC10-021地块,39.937597,116.107064,39.929728,116.088496,1
1101152010B00076,a4cf63c8-6f65-4181-b632-fe2d409dfd5f,北京市,北京市,大兴区,大兴区安定镇,39.626883,116.514228,39.6165,116.493552,1
1101002013B03178,15556106-70ba-41e4-b787-512cf9ce8e9f,北京市,北京市,门头沟区,门头沟区新桥南大街62号,39.932016,116.117814,39.9249,116.104696,1
1101002013B04191,7a151caa-ba79-4e96-a76b-11ccb83c7485,北京市,北京市,丰台区,丰台区南苑乡新宫新村一期,39.823778,116.367656,39.814976,116.362352,1
1101002013B04174,c86483ad-6e30-48ec-b6c2-c8605cebb607,北京市,北京市,朝阳区,朝阳区新源西里111号,39.953822,116.45573,39.94656,116.440744,1
1101002014B00479,090165d3-944e-42ef-8d21-0862594267ba,北京市,北京市,朝阳区,北京市朝阳区东坝单店二类居住 小学用地项目,39.966161,116.543765,39.86036,116.468096,1
1101002014B00487,7e29ced2-75c3-4e4d-8a46-3ed43f578ef2,北京市,北京市,丰台区,北京市丰台区南苑乡石榴庄村旧村改造项目,39.850446,116.429532,39.84292,116.41684,1
1101002014B00050,5ee87d62-f24b-4099-be69-97e995f53d3a,北京市,北京市,房山区,房山区城关街道农林路3号,39.69309,115.990558,39.6864,115.978072,1
1101002008B04300,0c1ca002-8cf4-421b-acc4-8015cde97b26,北京市,北京市,顺义区,顺义区顺通路东侧,40.121222,116.665936,40.09836,116.656464,1
1101112009B00110,b5c6db78-db92-4c60-8459-6cee1a62f889CC,北京市,北京市,房山区,房山区拱辰街道广阳西路北侧,39.76335,116.153614,39.756016,116.146784,1
1101002013B01198,cb0a2152-0d57-46b4-96d0-51c98b031fa6,北京市,北京市,西城区,北京市西城区广安门外南街49号1幢,39.890317,116.353208,39.870804,116.345896,1
1101002013B00674,eef6146e-9b9a-478a-90d4-716497fa871d,北京市,北京市,西城区,西城区阜成门北大街5号,39.935113,116.362024,39.927988,116.349296,1
1101002014B01210,452b0ec5-abbf-44ef-8881-c19f3fce6ffe,北京市,北京市,西城区,西城区西便门内大街97号,39.898773,116.359215,39.891608,116.346688,1
1101152014B00351,58fbf53f-380a-42c2-adb4-fa8b91c250db,北京市,北京市,大兴区,中关村科技园区大兴生物医药产业基地,39.697969,116.325793,39.69086,116.31296,1
1101002015B02288,cd6671b4-8b36-42f5-abf4-7c189ee9834c,北京市,北京市,朝阳区,北京市朝阳区常营乡1201-602 603地块住宅混合公建用地（配建“限价商品住房”）,39.925755,116.590154,39.98284,116.415656,1
1101002014B02757,6dec951a-d560-4421-81f7-0c50ca80fb48,北京市,北京市,丰台区,北京市丰台区丽泽金融商务区D-12地块C3文化娱乐用地项目,39.864937,116.292402,39.8663,116.332096,1
1101002009B05115,e4e66674-843a-4ae3-9c8b-004a99285147,北京市,北京市,石景山区,石景山区金顶街,39.933052,116.175585,39.926508,116.162616,1
1101002013B04818,94e875f9-c17a-47f1-9858-fc89ab14189c,北京市,北京市,东城区,北京经济技术开发区路东区B16街区B16F-1地块,39.910925,116.413384,39.802328,116.497896,1
1101002010B12357,b78f58f6-6414-48b5-af8c-4d1910c96c01,北京市,北京市,西城区,西城区大金丝胡同13号,39.944256,116.398366,39.903004,116.377048,1
1101002016B01039,a240bb17-1e88-433e-9f91-0566b9d3cf80,北京市,北京市,海淀区,海淀区软件园N4地块,39.96549,116.305434,39.97594,116.339664,1
1101002016B01001,62f7b6f6-f3b8-44ac-9921-c5db9ff80091,北京市,北京市,石景山区,石景山区八大处路45号,39.943771,116.205829,39.938788,116.194096,1
1101112010B00024,0d0cba4a-4def-4e03-a326-17b5be8380acC,北京市,北京市,房山区,房山区琉璃河地区,39.625916,116.157284,39.61286,116.030056,1
1101002010B16257,fb8d1894-0320-433c-b2f7-d19f8707ec3a,北京市,北京市,大兴区,北京经济技术开发区南部新X68号街区X68M1地块,39.801131,116.513005,39.78916,116.491544,1
1101002009B06626,764138d7-a313-4518-81e1-c4b09378c2c1,北京市,北京市,大兴区,北京经济技术开发区D6号街区D6M1 D6F1地块,39.801131,116.513005,39.78916,116.491544,1
1101002013B00697,63efff5d-af58-48ce-b7ed-c2e27c00b1e9,北京市,北京市,门头沟区,门头沟区增产路162号,39.943682,116.092386,39.9417,116.08948,1
1101002008B04769,a35d519b-6eaa-4e87-ace7-514bb4d93802,北京市,北京市,丰台区,丰台区卢沟桥乡郑常庄村,39.894359,116.27059,39.88792,116.27148,1
1101002008B04358,54cd8e09-fffd-46a7-835b-1ebba299c125,北京市,北京市,朝阳区,朝阳区酒汕桥路12号,39.926375,116.449559,39.9185,116.445504,1
1101002014B00701,1ed268bc-b07c-4549-bf0f-ad16742e939e,北京市,北京市,朝阳区,朝阳区建国门外大街21号,39.915816,116.446932,39.902744,116.436704,1
1101002014B01300,bdc7d109-bde5-412d-b603-c98c3cf2893f,北京市,北京市,东城区,东城区磁器库南巷8号,39.919035,116.411947,39.933056,116.413952,1
1101002014B01266,53317c67-80f4-4f53-9a67-2f92477fd25d,北京市,北京市,平谷区,平谷区马坊镇中心区北区,40.073723,117.017391,40.05892,117.0056,1
1101002014B01713,1447e712-37fe-49cd-8dfc-431346a91682,北京市,北京市,大兴区,大兴区黄村镇新安里小区甲43号楼,39.744657,116.36261,39.800528,116.528296,1
1101002014B00588,e553d80e-17a3-44d3-95c3-1e2944c347b5,北京市,北京市,丰台区,北京市丰台区城乡一体化卢沟桥乡西局村旧村改造项目一期,39.876481,116.31349,39.86774,116.291976,1
1101002014B00576,96badcbe-8754-425c-ac59-117a72e633c6,北京市,北京市,朝阳区,北京市朝阳区崔各庄乡来广营北路二类居住用地项目,40.026153,116.469158,40.051652,116.454392,1
1101002013B03735,49b7e178-d5bc-4629-b9fc-92601a2fcc33,北京市,北京市,朝阳区,朝阳区西坝河东里79-9号,39.970205,116.451549,39.949008,116.444016,1
1101002013B03741,f86d16a2-2f97-4aed-9926-49770b55e23b,北京市,北京市,丰台区,丰台区芳群园二区28号,39.867708,116.438027,39.868376,116.431656,1
1101002011B14736,0deab1e6-e61a-4c61-b7e4-db49e0f31559,北京市,北京市,西城区,宣武区太平街35号,39.878552,116.392958,39.911964,116.364872,1
1101002009B05058,e27c475b-b252-42e8-9fdd-b461e3c14990,北京市,北京市,大兴区,北京经济技术开发区42#街区42C1 42C2 42C3地块,39.801131,116.513005,39.802328,116.497896,1
1101002014B00500,42c09011-7c16-4f8b-baab-715e3df16975,北京市,北京市,东城区,东城区朝阳门南小街10号楼101 102 103 104 105号,39.925486,116.433804,39.918,116.421024,1
1101002013B04950,91607008-4ffc-4ac6-923e-5651383a6fe2,北京市,北京市,通州区,通州区运河核心区Ⅳ-04地块,39.916017,116.663415,39.89162,116.667824,1
1101002011B13992,e2b8827e-792b-4421-addb-ca0e2b5ac5fe,北京市,北京市,朝阳区,北京市朝阳区崔各庄乡大望京村环境整治土地储备项目2号地,40.00809,116.503001,39.99982,116.492832,1
1101002013B00619,a0b83bb4-66bf-4c67-b533-f0508cfbdb09,北京市,北京市,海淀区,海淀区林业学院苗圃北,39.96549,116.305434,39.910756,116.298648,1
1101002013B00514,2c4dc081-93d2-49fb-9294-b74e43078591,北京市,北京市,东城区,东城区王府井大街201号,39.922956,116.417385,39.91512,116.404728,1
1101002013B00684,d4829735-e036-4da5-a720-3005723b23db,北京市,北京市,丰台区,北京市丰台区卢沟桥乡丽泽金融商务区F-05地块C2商业金融用地项目,39.866134,116.256215,39.8663,116.332096,1
1101002012B20500,4972e511-d89e-416e-911b-05eb3426831a,北京市,北京市,西城区,西城区民康胡同27号,39.928802,116.36753,39.911332,116.3602,1
1101002013B01855,c88dd731-efc0-40e5-99db-02e6b60e76b0,北京市,北京市,西城区,西城区德胜门外大街4号,39.972819,116.387766,39.957856,116.37336,1
1101002013B00405,c0e0b8a4-47a1-4d5c-b766-6f8cdb16a997,北京市,北京市,昌平区,北京市昌平区中关村科技园昌平园东区二期0303-04地块住宅混合公建项目,40.21018,116.244804,40.203132,116.232144,1
1101002013B02916,81cdc6d9-a720-4eb3-bdf0-00405f071180,北京市,北京市,昌平区,昌平区北七家镇未来科技城,40.139644,116.474486,40.11644,116.417936,1
1102282013B00074,bb2c35e4-db2d-4410-adc2-e00d060881c4,北京市,北京市,密云县,北京密云经济开发区云西经济开发中心云西二路西侧 云西三街北侧,40.368034,116.818956,40.36202,116.8518,1
1101002008B05732,b1a5865b-6853-4598-b578-ab380a9b4ccd,北京市,北京市,朝阳区,朝阳区中关村科技园区电子城西区,40.018084,116.480283,39.974296,116.492696,1
1101002009B07482,58a0d125-56d6-4c98-ba2d-ed6832cfbc5f,北京市,北京市,房山区,房山区琉璃河车站前街10号西北侧,39.601936,116.05025,39.706772,115.971576,1
1101082013B00014,0443e8ca-2ced-4404-82f5-fd5be897dae8,北京市,北京市,海淀区,北京市海淀区北清路99号（一期用地）,40.079386,116.249129,40.071764,116.23228,1
1101002010B08759,a31c5121-e22b-48f7-b0d2-5f4a3b106c8f,北京市,北京市,丰台区,北京市丰台区云岗西路15号,39.817564,116.158649,39.79646,116.412432,1
1101002012B21239,3794348a-0512-473c-9ed4-a981963ea359,北京市,北京市,密云县,北京经济技术开发区南部新区X20街区地块,40.381414,116.857438,39.78916,116.491544,1
1101002008B03843,a8f1eb64-6cd2-48dd-ad05-51a87bc57621,北京市,北京市,东城区,东城区朝阳门南小街14 16号 禄米仓胡同42号,39.923036,116.434111,39.91556,116.420968,1
1101002018B00999,06b16fb6-6ba8-4517-8b53-02c7d131929f,北京市,北京市,西城区,西城区寿长街三条10号4幢,39.890227,116.395393,39.900288,116.346736,1
1101002013B02650,87a30e38-fdd2-42d8-be8e-5d29dd18de07,北京市,北京市,丰台区,丰台区中关村科技园区丰台园产业基地三期1516-49号地块,39.839611,116.287021,39.86728,116.272848,1
1101002012B18180,0c7a09c8-3273-41b3-b385-aa29d6c9289d,北京市,北京市,朝阳区,朝阳区来广营土地储备项目A4和B4地块二类居住项目,40.001566,116.479153,40.0274,116.43992,1
1101002014B01147,c994dc28-3702-445a-bff9-b3745a406493,北京市,北京市,东城区,东城区禄米仓胡同28号迤北,39.922996,116.436851,39.9435,116.401544,1
1101082014B00037,f8a8e495-9eb9-42ef-b74a-1ac76f464945,北京市,北京市,海淀区,北京市海淀区永丰产业基地ⅠI－4-C工业地块,40.083046,116.262809,40.075472,116.2228,1
1101002013B03289,89b83871-3bd9-42d4-8206-6b7cb340d9ea,北京市,北京市,大兴区,大兴区团河地区,39.743415,116.36498,39.741664,116.373088,1
1101002015B00040,e245f249-ccdf-4b17-8630-89d7ef48046e,北京市,北京市,密云县,密云县新东路40号,40.394789,116.864547,40.39946,116.8474,1
1101002016B01151,616cdf7a-db78-4fbd-b9ba-9dc98b3aa23f,北京市,北京市,丰台区,丰台区南苑五爱屯东街6号,39.807926,116.388764,39.80198,116.3766,1
1101002010B09736,2fd807d2-53e9-4c3e-a509-de26a7654b5c,北京市,北京市,平谷区,平谷区马坊工业园区,40.051923,117.015662,40.042096,116.997024,1
1101142012B00290,77128ffd-d832-4fdd-9034-b18e72f49e05,北京市,北京市,昌平区,北京市昌平区阳坊镇工业开发区,40.150364,116.14024,40.137,116.133264,1
1101142012B00270,3fe47fa0-4bf8-41be-9c30-123679e187a2,北京市,北京市,昌平区,昌平区阳坊镇后白虎涧村南 ,40.141606,116.124138,40.12932,116.124296,1
1101002009B07797,1ba82947-1d31-499b-9fa5-f7446fbc97e7,北京市,北京市,大兴区,大兴区,39.732555,116.348625,39.725506,116.335301,1
1101002008B02308,4f08b2a6-1403-44eb-a3f7-7ec67603bfc7,北京市,北京市,西城区,西城区西交民巷71号,39.908369,116.39319,39.900732,116.38052,1
1101002008B06750,2ad8fdd1-6fd3-4f72-8b6a-b9887fb0bb64,北京市,北京市,昌平区,昌平区北京市昌平科技园区昌盛路18号软件研发1#楼,40.208224,116.257744,40.20582,116.244824,1
1101132008B00070,b67ca12f-57e1-48f8-a849-72e0d2eca842,北京市,北京市,顺义区,顺义区天竺出口加工区,40.092303,116.574252,40.094528,116.557944,1
1101002008B03016,aa6a9235-6a4c-411f-92ee-2fa53dbcf284,北京市,北京市,丰台区,丰台区小屯路9号,39.894521,116.258675,39.887692,116.246104,1
1101002013B03343,7f50d8da-3e0a-4785-9b8e-8ffb8ea07fa7,北京市,北京市,房山区,北京市房山区房山新城良乡组团10-01-05等地块（理工大学1号地）,39.754326,116.149444,39.728408,116.165232,1
1101002016B00328,d6af7764-5560-48bf-86d0-a15366c98821,北京市,北京市,丰台区,丰台区花乡白盆窑2#地,39.828617,116.318835,39.81456,116.317616,1
1101002014B01914,de32cacb-78f8-417c-a798-a33a819442ef,北京市,北京市,东城区,北京经济技术开发区路南区N3街区N3F1地块,39.910925,116.413384,39.802328,116.497896,1
1101002009B11457,97d3be7e-736b-4124-86d1-15ab284caa98,北京市,北京市,密云县,北京经济技术开发区南部新区X21号街区X21F1地块,40.381414,116.857438,39.78916,116.491544,1
1101002009B11431,7c9417c8-98e2-40ce-90a6-1e53806cb1d8,北京市,北京市,大兴区,北京经济技术开发区路东区C5 C6号街区C5M1 C6M1地块,39.801131,116.513005,39.78916,116.491544,1
1101002010B09250,d21e3506-b8e0-4788-b6ee-cccf59ed1c37,北京市,北京市,西城区,宣武区白广路11号,39.890028,116.365341,39.88616,116.383472,1
1101002012B19985,91915631-f101-49d5-9807-7cf6212e7186,北京市,北京市,大兴区,大兴区西红门路15号,39.798849,116.365762,39.791728,116.35564,1
1101002012B20025,7e3a003b-209a-4b30-bf1f-0c6539e34086,北京市,北京市,东城区,东城区北新桥头条55号,39.948197,116.42486,39.940424,116.412864,1
1101002014B00186,7797d8d0-d88f-466b-8fbf-d589608124be,北京市,北京市,丰台区,丰台区花乡,39.83802,116.337168,39.840512,116.321,1
1101002014B02287,6690feb0-4d4f-48f1-86f4-9c717c4f90fd,北京市,北京市,西城区,西城区东栓胡同甲23号,39.918124,116.372514,39.90352,116.3784,1
1101002009B00516,f462b849-7aa1-4552-8db8-0d1f0fe8be5d,北京市,北京市,朝阳区,朝阳区西坝河东里83号楼,39.971049,116.450829,39.894272,116.4892,1
1101002009B00072,332d1050-3e96-464a-ae5a-ac126534edd3,北京市,北京市,西城区,西城区棉花胡同52号,39.944408,116.382804,39.935472,116.370336,1
1101002010B09788,02fb70cf-2c52-4486-9ef1-8938ab301204,北京市,北京市,西城区,宣武区马连道路甲18号院,39.882222,116.334605,39.882388,116.3198,1
1101002016B01527,5443e6c4-033b-478b-8982-5c4566ea5f42,北京市,北京市,石景山区,石景山区实兴大街,39.93801,116.197759,39.921588,116.18448,1
1101002016B01550,210a07aa-9475-410e-a69e-915e7abcd801,北京市,北京市,朝阳区,朝阳区崔各庄乡东郊农场保障性住房B地块(棚户区改造定向安置房),40.031625,116.533526,39.9967,116.447216,1
1101002016B01583,da219750-6672-4a1e-bc3d-27bcf13fbec5,北京市,北京市,朝阳区,朝阳区崔各庄乡东郊农场保障性住房A地块(棚户区改造定向安置房),40.031625,116.533526,39.9967,116.447216,1
1101002016B01506,e46327ef-7c6f-47b9-ba85-187fb9ef671d,北京市,北京市,朝阳区,朝阳区酒仙桥北路1号,39.990735,116.527979,40.03136,116.516016,1
1101002010B11627,4b53a851-057e-4369-9cf5-64aa1372032e,北京市,北京市,朝阳区,朝阳区甘露园路甲3号,39.926375,116.449559,39.9132,116.50712,1
1101122012B00314,71429b2c-471f-4fa1-966c-f2c93331f214,北京市,北京市,通州区,北京市通州区经济开发区东区B-04南部分地块内,39.916017,116.663415,39.906892,116.656936,1
1101002008B04880,f67fb7b8-fc02-4c5d-8860-e7cf82aa9eb8,北京市,北京市,西城区,西城区地安门外大街149号,39.940212,116.402434,39.9325,116.38984,1
1101002014B00919,cc0eb253-ab11-4777-a00a-5dc1c2abb6cf,北京市,北京市,丰台区,丰台区花乡白盆窑,39.828617,116.318835,39.815208,116.317736,1
1101002009B00771,d7a422ae-ecde-4123-93af-cfc20d9794bb,北京市,北京市,西城区,德外关厢,39.964936,116.389787,39.955492,116.373072,1
1101002008B03606,91026f2d-e111-4c8f-8674-bef65a655902,北京市,北京市,西城区,西城区德胜门外大街3号,39.971332,116.386177,39.957856,116.37336,1
1101002008B03520,a67202a6-b0c3-420e-9da7-54bc103a78d3,北京市,北京市,朝阳区,朝阳区广渠东路60号（南院）,39.89747,116.521303,39.889932,116.508928,1
1101002008B01850,5d3b9079-6ba5-42e7-b227-13d68c7642cb,北京市,北京市,海淀区,海淀区西三旗建材城西一里14号楼1层,40.067359,116.358889,39.8961,116.3,1
1101002008B01965,ca5c39c2-3436-4638-b864-0bdf2990a8dd,北京市,北京市,石景山区,石景山区七星园1号楼1-1号,39.904193,116.222189,39.89722,116.209392,1
1101002015B01221,fa7274ed-f04d-4aaa-af28-85124f2d2972,北京市,北京市,东城区,东城区府学胡同23号,39.942523,116.420443,39.934312,116.406752,1
1101002012B20777,ecde3c7c-7961-4119-818a-b7e938ca618d,北京市,北京市,丰台区,丰台区马官营家园3号楼,39.889695,116.304315,39.88336,116.292208,1
1101002012B20837,ddf0f0b7-7586-4407-b3b4-874845307545,北京市,北京市,西城区,西城区棉花胡同57号,39.944064,116.382646,39.935472,116.370336,1
1101002011B15176,3f2afe7c-1266-4a14-92fd-f370aa27e964,北京市,北京市,平谷区,平谷区南独乐河镇同乐路甲118号,40.175543,117.226044,40.171304,117.220424,1
1101002016B01331,3d7bd03a-67c2-47d0-ab98-4fa98761678c,北京市,北京市,石景山区,石景山区古城街道,39.912095,116.175984,39.91376,116.184816,1
1101002012B21051,9a8d0fdd-22dd-41b7-83a3-b03962309c9f,北京市,北京市,石景山区,北京市石景山区苹果园交通枢纽商务区F地块商业金融用地项目,39.934641,116.189634,39.929616,116.18432,1
1101002008B00914,82611fd6-a5d6-48b3-b960-4e6f16dc65b5,北京市,北京市,房山区,房山区长阳镇长阳一村广阳家园A B区（D E地块）,39.761542,116.164952,39.755664,116.165632,1
1101082013B00037,400ef1f2-2cc5-4116-9162-985b388142d7,北京市,北京市,海淀区,北京市海淀区永丰产业基地Ⅰ-9地块,40.083046,116.262809,40.075472,116.2228,1
1101002014B01643,ac07c7ba-06c4-4913-9512-b9a7b7da4a0f,北京市,北京市,通州区,通州区运河核心区IX-06地块F3其它类多功能用地,39.916017,116.663415,39.89162,116.667824,1
1101002014B02228,1e0f9872-5f66-4e9b-b0ab-04b99adb9ddf,北京市,北京市,石景山区,石景山区八角第二水泥管厂1612-034地块二类居住用地,39.910532,116.208448,39.910092,116.20012,1
1101002013B03330,800d8bda-2323-49b1-b47a-cf6adea2a197,北京市,北京市,朝阳区,北京市朝阳区农展北路8号0304-622地块住宅混合公建用地项目,39.948295,116.475522,39.983176,116.417576,1
1101002014B01004,aa68f37b-2ed7-4c7e-8a79-eed91a715eb7,北京市,北京市,通州区,北京市通州区运河核心区IX-04地块F3其它类多功能用地,39.916017,116.663415,39.89992,116.682184,1
1101002013B04447,e8da9b90-2dce-4c8c-8e84-1c5fa99ccda1,北京市,北京市,朝阳区,朝阳区弘善家园311#号楼,39.874201,116.458222,39.969528,116.421016,1
1101002014B00169,e3921424-16eb-4d4b-ae97-433b3255d98e,北京市,北京市,海淀区,海淀区西四环北路136号,39.94429,116.281227,39.937432,116.271344,1
1101002016B00336,900eb0cd-6f2d-424b-af5d-4adc90eec616,北京市,北京市,西城区,西城区西四北七条55号,39.93665,116.375699,39.9337,116.340392,1
1101152012B00437,62aeac67-962b-4247-b4af-89175de145cc,北京市,北京市,大兴区,中关村科技园区大兴生物医药产业基地,39.697969,116.325793,39.69086,116.31296,1
1101002013B03627,bbd8dc6f-d4a4-42de-84f2-9f8852fc0262,北京市,北京市,顺义区,顺义区李桥镇洼子村顺义新城第29街区东部29-083地块,40.05958,116.651072,40.05892,116.63868,1
1101002015B00596,7bf121c5-a06a-423b-8156-1dba286617fd,北京市,北京市,丰台区,丰台区和义西里,39.822391,116.402004,39.81598,116.389848,1
1101002013B03887,20e78642-c83f-4098-9c79-6a24f951fc2c,北京市,北京市,西城区,西城区阜成门南大街9号楼1层9-4,39.924874,116.362708,39.899088,116.358312,1
1101002015B02320,e869e37b-6bd6-4103-ad57-b5b01326be44,北京市,北京市,通州区,北京市通州区台湖镇B—07地块R2二类居住用地（配建限价商品住房）,39.819546,116.611479,39.8309,116.646184,1
1101002011B17125,100b274e-423b-4cbe-acf1-0e3660237691,北京市,北京市,门头沟区,北京经济技术开发区路南区N5街区N5M2地块,39.899985,116.125949,39.794588,116.482528,1
1101002008B01469,5cfcb907-26af-43d1-a8a3-3d1a2645b9ec,北京市,北京市,朝阳区,朝阳区将台路,39.978743,116.495916,39.975464,116.470456,1
1101002013B04887,92006723-d7bf-467d-a067-62aca917bc83,北京市,北京市,丰台区,丰台区宜兰园34号楼,39.833462,116.34271,39.82552,116.33284,1
1101002017B02300,c03f03be-909e-4a8e-8761-337adf3c0bd0,北京市,北京市,东城区,东城区灵光西巷24号3幢1层,39.954229,116.412706,39.946448,116.399616,1
1101002008B01027,9655caa8-3b5b-4999-bc45-8ba6a7b9d8eb,北京市,北京市,大兴区,大兴区黄村镇滨河西里,39.758945,116.346142,39.746188,116.332424,1
1101002014B02357,7ad527e9-6821-4e25-8e2a-b96e6c502f14,北京市,北京市,西城区,西城区小红庙甲4号楼,39.888751,116.343418,39.890532,116.350696,1
1101002014B02336,ef974452-7564-4bb0-be49-2bfadb9be0ba,北京市,北京市,朝阳区,朝阳区建国门外大街永安西里丙12号,39.91282,116.455203,39.90688,116.442584,1
1101132009B00054,609dcbef-7883-4c2f-9e3c-a39b3596c5f6,北京市,北京市,顺义区,南法信镇,40.130746,116.609135,40.1245,116.611088,1
1101002015B02193,d9c5c0c1-92a8-4515-a6db-fe6464faee6b,北京市,北京市,东城区,东城区东四北大街276号,39.936897,116.423825,39.931072,116.411016,1
1101002015B00214,55860f7f-5068-4c7b-b7a1-e8e9b4dfb3e5,北京市,北京市,丰台区,丰台区亚林西居住区一期（0501-626 627地块）,39.861904,116.360826,39.85556,116.346704,1
1101002016B00156,10daf7d0-4263-4d60-855b-107ea92cd280,北京市,北京市,昌平区,昌平区回龙观镇北京国际信息产业基地一期E2地块,40.117002,116.303051,40.109508,116.29052,1
1101002016B00166,15f3aab0-c732-4744-a048-a7ca0e5ba18e,北京市,北京市,东城区,东城区大菊胡同甲2号,39.934827,116.422401,39.94536,116.42132,1
1101002009B00036,b847acac-d4a3-4682-b509-42cf8339312a,北京市,北京市,顺义区,军杜路66号,40.114972,116.64947,40.11198,116.63756,1
1101002013B02457,1592dfa0-f37f-4546-8648-67d7bb57b8ac,北京市,北京市,石景山区,石景山区鲁谷路银河商务区K地块C2商业金融用地,39.909413,116.233708,39.90624,116.215024,1
1101002010B09862,a3015054-4e76-4483-a722-f635163ae7e1,北京市,北京市,门头沟区,门头沟区新桥南大街10 24 26号,39.927129,116.120721,39.9312,116.100288,1
1101002010B09844,e72512aa-8920-4ef2-9a96-948ed30fa06f,北京市,北京市,朝阳区,朝阳区东大桥路17号,39.916223,116.456551,39.917168,116.443872,1
1101132009B00513,a23c28d1-00d1-4d3b-a8bf-3f53152ef186,北京市,北京市,顺义区,顺义区马坡镇,40.178628,116.61441,40.16982,116.652064,1
1101002009B03871,f625d19a-567b-43e9-aa08-ac695bc54bed,北京市,北京市,东城区,崇文区水道子胡同15号,39.897723,116.420671,39.893428,116.413096,1
1101002008B01348,b66d60dc-2a89-4e16-85ae-33419a6b342a,北京市,北京市,东城区,崇文区体育馆西路甲2号,39.893169,116.429489,39.987804,116.485696,1
1101002011B14034,0e5a5cee-584a-4a8f-b882-a9bf8e332587,北京市,北京市,朝阳区,朝阳区朝阳北路151号楼,39.929387,116.498693,39.922008,116.481696,1
1101002013B00088,84fcc492-b8fd-47fc-9772-a0691718d8b9,北京市,北京市,顺义区,顺义新城第11街区,40.188395,116.672524,39.90312,116.401,1
1101002012B20331,262b16f7-de5d-41b6-9418-dd27e53f2f46,北京市,北京市,昌平区,昌平区小汤山镇南部未来科技城北区A02号,40.166144,116.368652,40.059392,116.40928,1
1101002012B19859,0cdb3788-286e-4e7a-819f-74a2a23eb0e5,北京市,北京市,朝阳区,朝阳区北三环东路12号,39.968574,116.441846,39.967332,116.424048,1
1101002008B04890,fde4ca8f-38e6-4549-a5ab-33b79e598570,北京市,北京市,门头沟区,门头沟区永定镇冯村,39.916028,116.11294,39.906188,116.100432,1
1101002008B02170,87af51da-2408-423e-9c8f-91f51d239dc6,北京市,北京市,丰台区,丰台区东铁匠营苇子坑109号,39.853507,116.440286,39.851408,116.414968,1
1101002008B03124,5f960251-35ce-4be8-a401-d5056dcd888e,北京市,北京市,大兴区,大兴区康庄,39.763626,116.319828,39.754116,116.314392,1
1101002014B03257,9c7c961a-70c9-46af-b2c4-956836fce79b,北京市,北京市,怀柔区,北京市怀柔区,40.322618,116.638386,40.314899,116.6259,1
1101002008B03802,c2982f83-faad-49f4-ab68-83b755df086d,北京市,北京市,大兴区,大兴区黄村镇康庄,39.763626,116.319828,39.756408,116.307216,1
1101002012B20446,7a41ee6d-9bf4-4cb2-ab53-6e8d5bb8e206,北京市,北京市,西城区,西城区什刹海东侧岸,39.952105,116.380751,39.91656,116.360032,1
1101002012B20401,1f173cf6-1050-43dd-ac76-f4dd65d51658,北京市,北京市,东城区,东城区钱粮胡同13号,39.934198,116.421567,39.920648,116.41504,1
1101002012B20428,757bdad6-ca06-4ad5-8c5a-a4cba6791bbf,北京市,北京市,顺义区,顺义区牛栏山镇北军营村京密路西侧,40.149971,116.605731,40.232892,116.646344,1
1101002009B01155,e583765e-8940-4fc5-8d4d-b26aa2336b1f,北京市,北京市,海淀区,海淀区玉海园五里20号楼,39.92521,116.262338,39.910756,116.298648,1
1101002010B09287,2aa70140-a572-47f7-828d-d3bb2d5a1dba,北京市,北京市,丰台区,房山区长阳镇（长阳西站1 2号地）,39.845578,116.251598,39.76934,116.181088,1
1101002008B00989,6f20f75f-9385-4a39-9ce7-7c7391ae5b4b,北京市,北京市,平谷区,平谷区东高村镇南埝头村,40.132421,117.127221,40.115428,117.10776,1
1101002012B20361,f925e2cb-7880-4d19-9c24-be8910e03f8c,北京市,北京市,顺义区,顺义区府前中街路北,40.136225,116.661003,40.129376,116.649272,1
1101002011B16040,0130cd6f-6f36-43a6-92e1-a05eb4e1fb16,北京市,北京市,门头沟区,门头沟区龙泉雾石灰石矿地块10,39.946147,116.107604,39.982104,116.080224,1
1101002009B01382-1,4946d11f-cd30-4ab5-9470-ed6e3c2b51adA,北京市,北京市,门头沟区,北京经济技术开发区路东区E3街区E3R1 E3R2地块,39.899985,116.125949,39.802328,116.497896,1
1101002009B01394-1,453e267c-f3ca-42f6-9779-b4fe7b74decdA,北京市,北京市,大兴区,北京经济技术开发区路东区E4街区E4R1地块,39.801131,116.513005,39.78916,116.491544,1
